Title,Name,Speciality,Sub_speciality,Address,Price,Doctor_Rating,Views
Doctor,Ahmed Allam,Professor Of Orthopedics and Spinal surgery,"Orthopedist, Adult Orthopedics, Pediatric Orthopedics, Adult Orthopedic Surgery, Joint Replacement, Arthroscopy and Sports injuries, Adult Spine Surgery",Madinaty : Medical centre ,700,4.5,4570
Doctor,Assem Bastawisy,"Consultant and Lecturer in Orthopedics and Trauma Surgery -Faculty of Medicine, Kasr el Ainy, Cairo University","Orthopedist, Arthroscopy and Sports injuries, Bone Deformities, Foot and Ankle Orthopedics, Joint Replacement, Adult Orthopedics, Hand and Upper Limb Surgery, Pediatric Orthopedics, Adult Orthopedic Surgery, Pediatric Orthopedic Surgery",55 Shehab St,450,4.5,1574
Doctor,Gamal Hosny Abdelmaksoud ,Consultant of orthopaedic surgery ,"Orthopedist, Arthroscopy and Sports injuries, Adult Spine Surgery, Bone Deformities, Foot and Ankle Orthopedics, Joint Replacement, Adult Orthopedics, Osteopathic Medicine, Hand and Upper Limb Surgery, Microscopic Surgery, Adult Rheumatology, Adult Orthopedic Surgery, 0% of Plantar Fasciitis patients are satisfied with the results","West El-Balad : Falaki Sqaure , Bab el Louk ",700,4.5,9802
Doctor,Khaled Zoar,Orthopedic consultant ,"Orthopedist, Arthroscopy and Sports injuries, Adult Spine Surgery, Bone Deformities, Foot and Ankle Orthopedics, Joint Replacement, Adult Orthopedics, Osteopathic Medicine, Hand and Upper Limb Surgery, Microscopic Surgery, Pediatric Orthopedics, Adult Rheumatology, Pediatric Rheumatology, Pediatric Spine Surgery, Adult Orthopedic Surgery, Pediatric Orthopedic Surgery",Kafr El Zayat : .Ibrahim Wasel St.,150,5.0,3903
Doctor,Wael Hassan,Orthopedic Surgent Consultant,"Orthopedist, Arthroscopy and Sports injuries, Adult Spine Surgery, Bone Deformities, Foot and Ankle Orthopedics, Joint Replacement, Adult Orthopedics, Osteopathic Medicine, Hand and Upper Limb Surgery, Microscopic Surgery, Pediatric Orthopedics, Pediatric Spine Surgery, Adult Orthopedic Surgery, Pediatric Orthopedic Surgery","Ali Ameen , Mostafa El nahas",600,4.5,1270
Doctor,Ahmed  El Khateeb ,Professor of Orthopedic and Spinal Surgery at the Medical Military Academy ,"Orthopedist, Arthroscopy and Sports injuries, Adult Spine Surgery, Bone Deformities, Foot and Ankle Orthopedics, Joint Replacement, Hand and Upper Limb Surgery, Pediatric Orthopedic Surgery, Adult Orthopedics, 0% of Knee Cartilage Pain patients are satisfied with the results",El-Maadi : Masr Helwan Agriculture,500,4.5,28614
Doctor,Abo Bakr Abo El Eila,consultant of Orthopedic and Fractures Surgery - Al Kasr El Aini,"Orthopedist, Arthroscopy and Sports injuries, Bone Deformities, Joint Replacement, Adult Orthopedics, Pediatric Orthopedics, Adult Orthopedic Surgery, Pediatric Orthopedic Surgery",El-Maadi,500,4.5,10710
Doctor,Ali Elsharqawy,"MD, Consultant of Orthopedic surgey, Spinal Surgery, Joints, Knee & Shoulder binoculars and pitch injuries – Kasr Al Ainy Faculty of Medicine, Cairo University","Orthopedist, Adult Spine Surgery, Bone Deformities, Foot and Ankle Orthopedics, Joint Replacement, Adult Orthopedics, Hand and Upper Limb Surgery, Adult Rheumatology, Adult Orthopedic Surgery",Mostafa Elmaraghy Street,250,5.0,508
Doctor,Ahmed Gamal Ismail,"Consultant and Lecturer of orthopedics, artificial joints, and sports injuries","Orthopedist, Adult Orthopedics, Adult Orthopedic Surgery, Joint Replacement, Bone Deformities, Osteopathic Medicine, Arthroscopy and Sports injuries, Foot and Ankle Orthopedics",Tanta,320,5.0,682
Doctor,Amir Kozman,consultant of orthopedic,"Orthopedist, Arthroscopy and Sports injuries, Bone Deformities, Foot and Ankle Orthopedics, Joint Replacement, Adult Orthopedics, Hand and Upper Limb Surgery, Pediatric Orthopedics, Adult Orthopedic Surgery",Shoubra,400,4.5,8180
Doctor,Walid El Shafei ,Consultant of Orthopedics ,"Orthopedist, Arthroscopy and Sports injuries, Adult Spine Surgery, Bone Deformities, Foot and Ankle Orthopedics, Joint Replacement, Adult Orthopedics, Osteopathic Medicine, Hand and Upper Limb Surgery, Microscopic Surgery, Pediatric Orthopedics, Adult Rheumatology, Pediatric Rheumatology, Pediatric Spine Surgery, Adult Orthopedic Surgery, Pediatric Orthopedic Surgery",Glym : elfath street bakos,300,4.5,7861
Doctor,Mostafa Khalil,Consultant of orthopedics ,"Orthopedist, Adult Orthopedics, Foot and Ankle Orthopedics, Hand and Upper Limb Surgery, Pediatric Orthopedics, Adult Orthopedic Surgery, Osteopathic Medicine, Adult Rheumatology, Pediatric Rheumatology, Pediatric Orthopedic Surgery, 0% of Leg Pain patients are satisfied with the results",El-Rehab : Medical center two,400,4.5,7688
Doctor,Ramy Mohamed Elbahnasy,"Consultant and Lecturer of orthopedics, fractures and spine pain - Faculty of Medicine - Ain Shams University","Orthopedist, Arthroscopy and Sports injuries, Adult Spine Surgery, Joint Replacement, Adult Orthopedics, Hand and Upper Limb Surgery, Adult Orthopedic Surgery, Foot and Ankle Orthopedics, 0% of Tendinitis patients are satisfied with the results",El-Haram : Saker Street-branched from Zaghlool street,150,4.5,5199
Doctor,Wael Abdalla,"Consultant Orthopedic surgery,Military Hospital","Orthopedist, Arthroscopy and Sports injuries, Adult Spine Surgery, Adult Orthopedics, Adult Rheumatology, Adult Orthopedic Surgery",El-Maadi : street 100,400,4.5,5550
Doctor,ahmed abdelsttar,"Consultant and Lecturer of Orthopedics, Joints, Spine, Sports Injuries and Endoscopy - Kasr Al-Aini Medicine","Orthopedist, Arthroscopy and Sports injuries, Adult Spine Surgery, Bone Deformities, Foot and Ankle Orthopedics, Joint Replacement, Adult Orthopedics, Osteopathic Medicine, Hand and Upper Limb Surgery, Microscopic Surgery, Pediatric Orthopedics, Adult Rheumatology, Pediatric Rheumatology, Pediatric Spine Surgery, Adult Orthopedic Surgery, Pediatric Orthopedic Surgery",Manial Main Street - El Basha Square,300,,47
Doctor,Ayman Hassan,Orthopedics Consultant,"Orthopedist, Bone Deformities, Adult Orthopedics, Hand and Upper Limb Surgery, Adult Orthopedic Surgery", Maadi Ring Road,300,5.0,482
Doctor,Ashraf Mohey,"Professor   of Orthopedic Surgery in Armed Force Faculty of medicine,Wadi Elnil hospital,International medical center,Greec hospit","Orthopedist, Joint Replacement, Adult Orthopedics, Adult Orthopedic Surgery",Heliopolis : salah salem,500,5.0,10723
Doctor,Tarek Torki,Orthopaedic & Diabetic Foot Consultant,"Orthopedist, Adult Orthopedics, Adult Orthopedic Surgery, Foot and Ankle Orthopedics, Osteopathic Medicine",Tanta,250,,124
Doctor,Hany Saad,"Orthopedic Consultant
Member of the British Royal College of Surgeons","Orthopedist, Adult Rheumatology, Adult Orthopedics, Adult Orthopedic Surgery",El-Mohandessin,400,5.0,10771
Doctor,Amr Elsherbini,Consultant and Lecturer of Orthopedic surgery,"Orthopedist, Bone Deformities, Joint Replacement, Adult Orthopedics, Adult Orthopedic Surgery","El-Mansoura : Hindawy St, from Gehan St",300,,348
Doctor,Moataz Fouad thaqib,Professor of Orthopedics,"Orthopedist, Bone Deformities, Adult Orthopedics",Heliopolis,500,4.5,8330
Doctor,ayman mohamed,"Consultant of orthopedics and consultant of orthopedics, joints and sports injuries","Orthopedist, Bone Deformities, Adult Orthopedics, Hand and Upper Limb Surgery, Adult Orthopedic Surgery, Arthroscopy and Sports injuries, Foot and Ankle Orthopedics", Maadi Ring Road,300,4.5,1789
Doctor,Amr Amal Amin,"Consultant and teacher of orthopedics, joints and sports injuries at Ain Shams University","Orthopedist, Bone Deformities, Adult Orthopedics, Adult Orthopedic Surgery",Amar Ibn yasser street,400,5.0,6418
Doctor,Amr Mohamed Abdelall,Consultant of Orthopedics and trauma surgeries.consultant of arthoplaty surgery,"Orthopedist, Arthroscopy and Sports injuries, Bone Deformities, Foot and Ankle Orthopedics, Joint Replacement, Adult Orthopedics, Osteopathic Medicine, Hand and Upper Limb Surgery, Pediatric Orthopedics, Adult Orthopedic Surgery, Pediatric Orthopedic Surgery, Adult Spine Surgery, Pediatric Spine Surgery, 98% of Knee Injury patients are satisfied with the results",El-Dokki,300,5.0,24526
Doctor,Mohamed fathy ghonem,Consultant of orthopedics and knee arthroscopy,"Orthopedist, Arthroscopy and Sports injuries, Foot and Ankle Orthopedics, Joint Replacement, Adult Orthopedics, Osteopathic Medicine, Microscopic Surgery, Pediatric Orthopedic Surgery",ELborsa from Elsaa square Elshahawy Mall,205,,70
Doctor,Abdelnasser Mostafa,"Consultant in orthopedic, joint, spine and sports injuries surgery.","Orthopedist, Adult Orthopedics, Hand and Upper Limb Surgery, Adult Orthopedic Surgery, Arthroscopy and Sports injuries, Adult Spine Surgery, Bone Deformities, Foot and Ankle Orthopedics, Joint Replacement, Osteopathic Medicine, Pediatric Orthopedics, Adult Rheumatology, Pediatric Rheumatology, Pediatric Spine Surgery, Pediatric Orthopedic Surgery",Fourth Gate-Elgeesh street,350,,63
Doctor,Mohamed Yousif Elbagory,Consultant of Orthopedic Surgery,"Orthopedist, Arthroscopy and Sports injuries, Bone Deformities, Foot and Ankle Orthopedics, Joint Replacement, Adult Orthopedics, Adult Orthopedic Surgery, Pediatric Orthopedic Surgery",6th of October : Elmehwar Elmarkazi-Second District,350,4.5,5980
Doctor,Amr Abdel Aziz,Professor of Orthopedics,"Orthopedist, Bone Deformities, Foot and Ankle Orthopedics, Adult Orthopedics, Hand and Upper Limb Surgery, Pediatric Orthopedics, Adult Orthopedic Surgery, Pediatric Orthopedic Surgery",Abou Ebaid El Bakry,650,4.0,536
Doctor,Tarek El Fiky,Professor of Orthopedic and Spine Surgery,"Orthopedist, Adult Spine Surgery, Bone Deformities, Adult Orthopedics, Pediatric Spine Surgery, Pediatric Orthopedic Surgery, 0% of Osteoarthritis patients are satisfied with the results",El-Ibrahimia : Adonis,450,4.5,11497
Doctor,Reda AbdElHamid Sheta,"Consultant of Orthopedic, Joint and Spine Surgery, PhD in Orthopedic surgery, Cairo University","Orthopedist, Adult Spine Surgery, Joint Replacement, Adult Orthopedics, Adult Orthopedic Surgery, Arthroscopy and Sports injuries, Bone Deformities, Foot and Ankle Orthopedics, Hand and Upper Limb Surgery, Pediatric Orthopedics, Pediatric Orthopedic Surgery, Adult Rheumatology, Pediatric Spine Surgery",El-Zagazig,155,5.0,19799
Doctor,mostafa hamed,"Consultant orthopedic surgery, sports injuries and osteoarthritis","Orthopedist, Arthroscopy and Sports injuries, Bone Deformities, Foot and Ankle Orthopedics, Joint Replacement, Adult Orthopedics, Osteopathic Medicine, Pediatric Orthopedics, Adult Orthopedic Surgery, Pediatric Orthopedic Surgery, Hand and Upper Limb Surgery, Microscopic Surgery, Adult Rheumatology, Pediatric Rheumatology",Mahalla : bahr st.,140,5.0,4065
Doctor,Mohamed Fathy Ghoniem,"Consultant Of Orthopedics Surgery, knee Orthoscopies & deformities","Orthopedist, Arthroscopy and Sports injuries, Bone Deformities, Foot and Ankle Orthopedics, Joint Replacement, Adult Orthopedics, Osteopathic Medicine, Hand and Upper Limb Surgery, Microscopic Surgery, Pediatric Orthopedics, Adult Orthopedic Surgery, Pediatric Orthopedic Surgery",Tanta,200,4.5,4825
Doctor,Ahmed khashaba,"Lecturer of Orthopedic and Spine Surgery at the Faculty of Medicine, Al-Azhar University","Orthopedist, Arthroscopy and Sports injuries, Adult Spine Surgery, Bone Deformities, Foot and Ankle Orthopedics, Joint Replacement, Adult Orthopedics, Osteopathic Medicine, Hand and Upper Limb Surgery, Microscopic Surgery, Pediatric Orthopedics, Adult Rheumatology, Pediatric Rheumatology, Pediatric Spine Surgery, Adult Orthopedic Surgery, Pediatric Orthopedic Surgery",El-Dokki : Al-Tahrir,750,,194
Doctor,adel nasr,Senior consultant of orthopedic and trauma surgery - senior consultant of arthroscopic and joint replacement surgery,"Orthopedist, Arthroscopy and Sports injuries, Joint Replacement, 0% of Spinal Disc Herniation patients are satisfied with the results",Victoria : gamal abd al naser street-above Victoria Technology Mall,250,5.0,2147
Doctor,Hossam Elbegawy,Professor of Orthopedics and Arthroscopy,"Orthopedist, Arthroscopy and Sports injuries, Bone Deformities, Foot and Ankle Orthopedics, Joint Replacement, Adult Orthopedics, Osteopathic Medicine, Hand and Upper Limb Surgery, Microscopic Surgery, Adult Orthopedic Surgery",Banha : Al-Ahram Street-Shark Elestad Buildings,260,4.5,6242
Doctor,Ahmed Kotb,Professor of orthopedics at Ain shams university,"Orthopedist, Arthroscopy and Sports injuries, Adult Orthopedics, Adult Orthopedic Surgery, Joint Replacement, Adult Rheumatology",Heliopolis,600,3.5,8928
Doctor,Ramy Elnakeeb,Hand and Peripheral Nerve Surgery Microsurgery Consultant,"Orthopedist, Hand and Upper Limb Surgery, Microscopic Surgery",Moustafa Kamel : Alhorreya Rd,450,4.5,13121
Doctor,Ahmed Gouda Alhamallawy,Consultant of Orthopedics and Joints - Kasr Al-Ainy University Hospital - Faculty Member at Kasr Al-Ainy and Fellow of the Royal College of Surgeons.,"Orthopedist, Arthroscopy and Sports injuries, Adult Spine Surgery, Bone Deformities, Foot and Ankle Orthopedics, Joint Replacement, Adult Orthopedics, Osteopathic Medicine, Hand and Upper Limb Surgery, Microscopic Surgery, Pediatric Orthopedics, Adult Rheumatology, Pediatric Rheumatology, Adult Orthopedic Surgery, Pediatric Orthopedic Surgery, Pediatric Spine Surgery",Faisal : Elsalam medical tower-First of king faisal street-besides doctors tower,300,5.0,1177
Doctor,Mohamed Harby Elsherif,"Assistant professor and Consultant Orthopedic and Spine Surgery, Ph.D.","Orthopedist, Adult Spine Surgery, Foot and Ankle Orthopedics, Joint Replacement, Adult Orthopedics, Adult Orthopedic Surgery, Pediatric Spine Surgery, Pediatric Orthopedic Surgery, Arthroscopy and Sports injuries, Pediatric Orthopedics",El-Mansoura : Talkha salah salem street,260,5.0,13836
Doctor,Ahmed Morsy,Orthopedics consultant at El manshwy hospital ,"Orthopedist, Arthroscopy and Sports injuries, Adult Spine Surgery, Bone Deformities, Foot and Ankle Orthopedics, Joint Replacement, Adult Orthopedics, Osteopathic Medicine, Hand and Upper Limb Surgery, Microscopic Surgery, Pediatric Orthopedics, Adult Rheumatology, Pediatric Rheumatology, Pediatric Spine Surgery, Adult Orthopedic Surgery, Pediatric Orthopedic Surgery",Tanta : Elmahatta Square ,220,5.0,2150
Doctor,Mohamed Hamida,Consultant of Orthopedic Surgery,"Orthopedist, Bone Deformities, Adult Orthopedics, Pediatric Orthopedics, Adult Orthopedic Surgery, Pediatric Orthopedic Surgery",Abou Ebaid El Bakry,650,5.0,605
Doctor,Ahmed Khairy,Consultant Orthopaedic Surgeon,"Orthopedist, Arthroscopy and Sports injuries, Adult Spine Surgery, Bone Deformities, Foot and Ankle Orthopedics, Joint Replacement, Hand and Upper Limb Surgery, Pediatric Orthopedics, Pediatric Spine Surgery, Adult Orthopedic Surgery, Pediatric Orthopedic Surgery, Osteopathic Medicine, Microscopic Surgery, Adult Orthopedics",Qena City : Almostashareen,150,,226
Doctor,Yasser AbdElmoamen Sayed Ahmed Eldeeb,"Consultant of orthopedic, joint and spine surgery - British Fellowship of Orthopedics and Orthopedics","Orthopedist, Arthroscopy and Sports injuries, Adult Spine Surgery, Bone Deformities, Foot and Ankle Orthopedics, Joint Replacement, Adult Orthopedics, Osteopathic Medicine, Hand and Upper Limb Surgery, Microscopic Surgery, Pediatric Orthopedics, Pediatric Spine Surgery, Adult Orthopedic Surgery, Pediatric Orthopedic Surgery",Alsafa & Almarwa St,150,4.5,441
Doctor,Mohammad Kamal AbdelNasser,Consultant & Lecturer of Orthopedics,"Orthopedist, Adult Orthopedics, Joint Replacement, Adult Orthopedic Surgery, Bone Deformities, 0% of Spinal Disc Herniation patients are satisfied with the results",Assiut city : Youssry Rageb St.,320,4.5,9745
Doctor,Mohamed Aboelmagd,"orthopedic consultant trauma, arthroscopy and joint replacement surgery","Orthopedist, Arthroscopy and Sports injuries, Joint Replacement, Hand and Upper Limb Surgery, Adult Orthopedic Surgery, Pediatric Orthopedics, Pediatric Orthopedic Surgery",Fleming : absdoledis,150,5.0,56
Doctor,Mohamed Gad Ragheb,"Consultant of orthopedics, Spine, Arthroscopy and sports injuries - Ain Shams University","Orthopedist, Arthroscopy and Sports injuries, Adult Spine Surgery, Foot and Ankle Orthopedics, Adult Orthopedics, Hand and Upper Limb Surgery, Adult Orthopedic Surgery, 0% of Spinal Disc Herniation patients are satisfied with the results",Nasr City : Makram Ebeid Main Street,400,5.0,888
Doctor,Ashraf Fouad Gendy,Orthopedics Consultant ,"Orthopedist, Bone Deformities, Foot and Ankle Orthopedics, Adult Orthopedics, Hand and Upper Limb Surgery, Pediatric Orthopedics, Adult Orthopedic Surgery, Pediatric Orthopedic Surgery",Al-Nasr St.,500,4.5,184
Doctor,Ahmed Elsawaf,orthopedic and traumatology consultent,"Orthopedist, Adult Orthopedics, Adult Orthopedic Surgery, Pediatric Orthopedic Surgery, Bone Deformities, Arthroscopy and Sports injuries, Joint Replacement, Foot and Ankle Orthopedics",Tanta : almoderya st,320,4.5,4968
Doctor,Ibrahim El Daly,Consultant of Orthopedic Surgery.,"Orthopedist, Adult Orthopedics, Pediatric Orthopedics, Adult Orthopedic Surgery, Arthroscopy and Sports injuries, Joint Replacement, Foot and Ankle Orthopedics, Hand and Upper Limb Surgery, 81% of Broken Finger patients are satisfied with the results",El-Agamy : Bitash Main Road ,150,4.5,13340
Doctor,Mohamed Abo el nasr,Consultant Of Orthopedic And Spinal Surgeries At  Agouza Specialised Hospital.,"Orthopedist, Arthroscopy and Sports injuries, Adult Spine Surgery, Bone Deformities, Foot and Ankle Orthopedics, Joint Replacement, Adult Orthopedics, Hand and Upper Limb Surgery, Pediatric Orthopedics, Adult Orthopedic Surgery, Pediatric Orthopedic Surgery",El-Marg,150,4.5,5743
Doctor,Ahmed Ismail,"Orthopedic Surgeon Specialist- MasterDegree in Orthopedic Surgery, Faculty of Medicine Alexandria University","Orthopedist, Arthroscopy and Sports injuries, Foot and Ankle Orthopedics, Joint Replacement, Hand and Upper Limb Surgery, Adult Orthopedic Surgery",Bulkly : Ibrahim Rady off Mostafa Kaml St,400,4.5,7315
Doctor,Molham Mahmoud,"Professor of Orthopedic and Joint Surgery, Kasr Al-Aini Faculty of Medicine - Cairo University","Orthopedist, Adult Orthopedics, Adult Orthopedic Surgery",15-khadamat Street-behind the court-new Cairo ,650,,134
Doctor,Amr Mohamed Abd ElLateif,"Consultant of orthopedics, joints, spine and endoscopy - Kasr Al-Ainy Medicine","Orthopedist, Arthroscopy and Sports injuries, Adult Spine Surgery, Bone Deformities, Foot and Ankle Orthopedics, Joint Replacement, Adult Orthopedics, Osteopathic Medicine, Hand and Upper Limb Surgery, Pediatric Orthopedics, Adult Rheumatology, Pediatric Rheumatology, Pediatric Spine Surgery, Adult Orthopedic Surgery, Pediatric Orthopedic Surgery, 0% of Fractured Wrist patients are satisfied with the results",Faisal Street Hassan Mohamed Station above Oriental Weavers and Cairo Scan,250,4.5,9388
Doctor,Mohamed Hosny Dahroug,Consultant of Orthopedic,"Orthopedist, Arthroscopy and Sports injuries, Joint Replacement, Adult Orthopedics, Adult Orthopedic Surgery, Adult Spine Surgery, Bone Deformities, Foot and Ankle Orthopedics, Osteopathic Medicine, Microscopic Surgery, Hand and Upper Limb Surgery",El-Sayeda Zainab : Port Saeed Street,150,4.5,4973
Doctor,Mahlam Mahmoud,Consultant orthopedic and joint surgery,"Orthopedist, Adult Orthopedics, Adult Orthopedic Surgery",Cleopatra 6th of October -Majara,650,,224
Doctor,Tamer Ahmed Ali,"Orthopedic Surgery and Traumatology Consaltant - LRS and Deformity Correction Consaltant, Alexandria University","Orthopedist, Arthroscopy and Sports injuries, Bone Deformities, Joint Replacement, Adult Orthopedics, Osteopathic Medicine, Hand and Upper Limb Surgery, Adult Orthopedic Surgery, Pediatric Orthopedic Surgery, Foot and Ankle Orthopedics, Pediatric Orthopedics, Adult Rheumatology",Bulkly : Elhadaia Mosque St,300,4.5,4495
Doctor,Ashraf Lotfy,Orthopedic Surgery Consultant,"Orthopedist, Adult Orthopedics, Pediatric Orthopedics",Heliopolis,500,4.5,9169
Doctor,Mohamed Gamal Omar,Orthopedics Surgery Consultant,"Orthopedist, Arthroscopy and Sports injuries, Bone Deformities, Foot and Ankle Orthopedics, Joint Replacement, Adult Orthopedics, Hand and Upper Limb Surgery, Pediatric Orthopedics, Adult Orthopedic Surgery, Pediatric Orthopedic Surgery",Roshdy : Syria Street,350,4.5,33467
Doctor,Amr Mohamed Abd ElLateif,"Consultant of orthopedics, joints, spine and endoscopy - Kasr Al-Ainy Medicine","Orthopedist, Arthroscopy and Sports injuries, Adult Spine Surgery, Bone Deformities, Foot and Ankle Orthopedics, Joint Replacement, Adult Orthopedics, Osteopathic Medicine, Hand and Upper Limb Surgery, Pediatric Orthopedics, Adult Rheumatology, Pediatric Rheumatology, Pediatric Spine Surgery, Adult Orthopedic Surgery, Pediatric Orthopedic Surgery, 0% of Fractured Wrist patients are satisfied with the results",Faisal Street Hassan Mohamed Station above Oriental Weavers and Cairo Scan,250,4.5,9388
Doctor,Ashraf Lotfy,Orthopedic Surgery Consultant,"Orthopedist, Adult Orthopedics, Pediatric Orthopedics",Heliopolis,500,4.5,9169
Doctor,Mohamed Hosny Dahroug,Consultant of Orthopedic,"Orthopedist, Arthroscopy and Sports injuries, Joint Replacement, Adult Orthopedics, Adult Orthopedic Surgery, Adult Spine Surgery, Bone Deformities, Foot and Ankle Orthopedics, Osteopathic Medicine, Microscopic Surgery, Hand and Upper Limb Surgery",El-Sayeda Zainab : Port Saeed Street,150,4.5,4973
Doctor,Tamer Ahmed Ali,"Orthopedic Surgery and Traumatology Consaltant - LRS and Deformity Correction Consaltant, Alexandria University","Orthopedist, Arthroscopy and Sports injuries, Bone Deformities, Joint Replacement, Adult Orthopedics, Osteopathic Medicine, Hand and Upper Limb Surgery, Adult Orthopedic Surgery, Pediatric Orthopedic Surgery, Foot and Ankle Orthopedics, Pediatric Orthopedics, Adult Rheumatology",Bulkly : Elhadaia Mosque St,300,4.5,4495
Doctor,Bassel Jamil,Consultant in Orthopedic surgery ,"Orthopedist, Adult Orthopedics, Adult Orthopedic Surgery, Foot and Ankle Orthopedics, Joint Replacement, Arthroscopy and Sports injuries, Hand and Upper Limb Surgery, Pediatric Orthopedics, Pediatric Orthopedic Surgery, 0% of Ankle Sprain patients are satisfied with the results",Nasr City : Mahmoud fathy parallel to moustafa elnahas,300,4.5,21035
Doctor,Emad Tadrous,Specialist orthopedic surgeon,"Orthopedist, Adult Orthopedics, Arthroscopy and Sports injuries, Bone Deformities, Foot and Ankle Orthopedics, Joint Replacement, Osteopathic Medicine, Hand and Upper Limb Surgery, Microscopic Surgery, Pediatric Orthopedics, Adult Rheumatology, Pediatric Rheumatology, Adult Orthopedic Surgery, Pediatric Orthopedic Surgery, Adult Spine Surgery, Pediatric Spine Surgery, 0% of Arthritis patients are satisfied with the results",El-Marg : al mahatta west street,200,4.5,7402
Doctor,Mohamed Gamal Omar,Orthopedics Surgery Consultant,"Orthopedist, Arthroscopy and Sports injuries, Bone Deformities, Foot and Ankle Orthopedics, Joint Replacement, Adult Orthopedics, Hand and Upper Limb Surgery, Pediatric Orthopedics, Adult Orthopedic Surgery, Pediatric Orthopedic Surgery",Roshdy : Syria Street,350,4.5,33467
Doctor,Mohamed Fahmy,Orthopedic Surgery Consultant,"Orthopedist, Arthroscopy and Sports injuries, Joint Replacement, Adult Orthopedics, Adult Orthopedic Surgery, Pediatric Orthopedic Surgery, 89% of Curvature patients are satisfied with the results",Hadayek El-Ahram : 2nd gate Khafra,300,4.5,9865
Doctor,Sherif Khaled,"Professor of Orthopedics, Kasr Al-Ainy Consultant of industrial joint surgeries and shoulder injuries and fractures","Orthopedist, Foot and Ankle Orthopedics, Joint Replacement, Adult Orthopedics, Adult Orthopedic Surgery",West El-Balad : falaky st,700,5.0,4208
Doctor,Mohamed Hosny,Consultant of Orthopedic Surgery,"Orthopedist, Arthroscopy and Sports injuries, Adult Spine Surgery, Bone Deformities, Foot and Ankle Orthopedics, Joint Replacement, Adult Orthopedics, Adult Rheumatology, Adult Orthopedic Surgery","Fawzi Rammah Street, Shehab Street",300,,16
Doctor,Ahmed Soliman El Banna,orthopedic surgeon,"Orthopedist, Bone Deformities, Joint Replacement, Adult Orthopedic Surgery, Adult Orthopedics, Pediatric Orthopedics",Shoubra El-Kheima,200,4.5,6294
Doctor,Mahmoud Abdelaziz,Consultant of orthopedic,"Orthopedist, Adult Orthopedics, Pediatric Orthopedics, Adult Orthopedic Surgery, Pediatric Orthopedic Surgery",Nile Cornishe ,650,,44
Doctor,ismael ahmed yaseen,"Senior Consultant of Orthopedics, Joints, Spine, Fractures and Sports Injuries - Ain Shams Medicine","Orthopedist, Arthroscopy and Sports injuries, Adult Spine Surgery, Bone Deformities, Foot and Ankle Orthopedics, Joint Replacement, Adult Orthopedics, Osteopathic Medicine, Hand and Upper Limb Surgery, Microscopic Surgery, Pediatric Orthopedics, Adult Rheumatology, Pediatric Rheumatology, Pediatric Spine Surgery, Adult Orthopedic Surgery, Pediatric Orthopedic Surgery", Kamal Hijab Street - Covertina Crossing from Gesr El Suez - Manshiet El Sadd El Aali ,100,,69
Doctor,Ashraf Salah Eldein,"Doctor brigade. Consultant of orthopedics, rheumatology, physical medicine and rehabilitation in Armed Forces hospitals","Orthopedist, Adult Orthopedics, Pediatric Orthopedics, Adult Rheumatology, Pediatric Rheumatology, Foot and Ankle Orthopedics, Osteopathic Medicine, Hand and Upper Limb Surgery",Arish street intersection,200,5.0,231
Doctor,Emad El Bassiouny,Orthopedic Consultant,"Orthopedist, Adult Orthopedics, Adult Orthopedic Surgery, Hand and Upper Limb Surgery, Adult Rheumatology, Pediatric Rheumatology, 96% of Tearing Of Ligaments patients are satisfied with the results",Fouaad Ewes St. branhed from Mohamed Farid Street- Wengat,500,,247
Doctor,Mohamed Ibrahim,Consultant in Orthopedics,"Orthopedist, Adult Spine Surgery, Bone Deformities, Foot and Ankle Orthopedics, Joint Replacement, Adult Orthopedics, Pediatric Orthopedics, Pediatric Spine Surgery, Adult Orthopedic Surgery, Pediatric Orthopedic Surgery",El-Mohandessin : Batal Ahmed,300,,111
Doctor,Haytham Salam,Consultant of Orthopedic Surgery,"Orthopedist, Adult Orthopedic Surgery",City center,650,4.5,842
Doctor,beshoy fayk,orthopedic specialist,"Orthopedist, Joint Replacement, Adult Orthopedics, Adult Orthopedic Surgery, Osteopathic Medicine, 0% of Swollen Feet patients are satisfied with the results",Sidy Bishr : seif,150,5.0,4985
Doctor,Ali Osama dawoud,Orthopedic and fractures consultant,"Orthopedist, Bone Deformities, Joint Replacement, Adult Orthopedics, Osteopathic Medicine, Pediatric Orthopedics, Adult Orthopedic Surgery, Pediatric Orthopedic Surgery, Arthroscopy and Sports injuries, Hand and Upper Limb Surgery",Tanta,220,4.5,3051
Doctor,Mohamed Farouk El Hoobi,Consultant of orthopedic surgery ,"Orthopedist, Arthroscopy and Sports injuries, Bone Deformities, Joint Replacement, Pediatric Orthopedic Surgery",El-Zagazig : montaza square infront of knowledge house,100,4.5,2745
Doctor,Hassan Abd Al Lateif,Consultant of orthopedics,"Orthopedist, Adult Orthopedics","North,90th",450,,664
Doctor,Sherif Mostafa,Consultant of  Orthopedic Surgery,"Orthopedist, Bone Deformities, Foot and Ankle Orthopedics, Adult Orthopedics, Hand and Upper Limb Surgery, Pediatric Orthopedics, Adult Orthopedic Surgery, Pediatric Orthopedic Surgery",Abou Ebaid El Bakry,650,4.5,737
Doctor,Mahmoud Hafez,Professor of Orthopedic Surgery,"Orthopedist, Joint Replacement",West El-Balad : Sherif Street Bab ellouq,800,4.0,6681
